246.8,0.0,125.1,143.3,12.0,1086.8,800.9,14,42.22
246.8,0.0,125.1,143.3,12.0,1086.8,800.9,100,66.42
192.0,288.0,0.0,192.0,0.0,929.8,716.1,90,50.73
153.6,144.2,112.3,220.1,10.1,923.2,657.9,28,16.5
237.5,237.5,0.0,228.0,0.0,932.0,594.0,28,30.08
362.6,189.0,0.0,164.9,11.6,944.7,755.8,56,77.3
183.9,122.6,0.0,203.5,0.0,959.2,800.0,28,24.05
313.3,145.0,0.0,178.5,8.0,867.2,824.0,28,40.93
397.0,0.0,0.0,185.7,0.0,1040.6,734.3,28,33.08
213.8,98.1,24.5,181.7,6.6,1066.0,785.5,100,49.97
116.0,173.0,0.0,192.0,0.0,909.8,891.9,7,10.09
153.0,102.0,0.0,192.0,0.0,888.0,943.1,7,8.37
238.2,158.8,0.0,185.7,0.0,1040.6,734.3,7,15.69
331.0,0.0,0.0,192.0,0.0,978.0,825.0,90,37.23
310.0,0.0,0.0,192.0,0.0,1012.0,830.0,90,35.76
393.0,0.0,0.0,192.0,0.0,940.0,758.0,3,19.11
200.0,133.0,0.0,192.0,0.0,965.4,806.2,7,17.17
173.8,93.4,159.9,172.3,9.7,1007.2,746.6,14,29.55
173.5,50.0,173.5,164.8,6.5,1006.2,793.5,56,53.77
380.0,95.0,0.0,228.0,0.0,932.0,594.0,365,43.7
173.0,116.0,0.0,192.0,0.0,946.8,856.8,28,24.28
323.7,282.8,0.0,183.8,10.3,942.7,659.9,3,28.3
147.8,175.1,0.0,171.2,2.2,1000.0,828.5,28,26.92
366.0,187.0,0.0,191.0,7.0,824.0,757.0,28,65.91
146.0,173.0,0.0,182.0,3.0,986.0,817.0,28,23.74
252.3,0.0,98.8,146.2,14.2,987.8,889.0,3,21.78
237.5,237.5,0.0,228.0,0.0,932.0,594.0,270,38.41
251.4,0.0,118.3,188.4,5.8,1028.4,757.7,56,36.97
212.0,141.3,0.0,203.5,0.0,973.4,750.0,90,39.7
425.0,106.3,0.0,151.4,18.6,936.0,803.7,7,46.8
236.0,0.0,0.0,194.0,0.0,968.0,885.0,28,18.42
135.0,0.0,166.0,180.0,10.0,961.0,805.0,28,13.29
500.0,0.0,0.0,200.0,0.0,1125.0,613.0,3,26.06
250.0,0.0,95.7,191.8,5.3,948.9,857.2,14,24.66
322.0,0.0,0.0,203.0,0.0,974.0,800.0,14,20.77
236.0,157.0,0.0,192.0,0.0,972.6,749.1,28,32.88
355.0,19.0,97.0,145.0,13.1,967.0,871.0,28,44.03
160.0,250.0,0.0,168.0,12.0,1049.0,688.0,28,39.45
200.0,133.0,0.0,192.0,0.0,965.4,806.2,3,11.41
167.0,75.4,167.0,164.0,7.9,1007.3,770.1,28,41.41
141.3,212.0,0.0,203.5,0.0,971.8,748.5,28,29.89
172.4,13.6,172.4,156.8,4.1,1006.3,856.4,3,21.29
380.0,0.0,0.0,228.0,0.0,932.0,670.0,90,52.91
159.0,187.0,0.0,176.0,11.0,990.0,789.0,28,32.76
254.0,0.0,0.0,198.0,0.0,968.0,863.0,3,9.31
153.0,102.0,0.0,192.0,0.0,888.0,943.1,28,17.96
122.6,183.9,0.0,203.5,0.0,958.2,800.1,90,33.19
266.0,114.0,0.0,228.0,0.0,932.0,670.0,270,51.73
254.0,0.0,0.0,198.0,0.0,968.0,863.0,365,29.79
218.8,0.0,124.1,158.5,11.3,1078.7,794.9,56,37.27
307.0,0.0,0.0,193.0,0.0,968.0,812.0,28,27.53
151.6,0.0,111.9,184.4,7.9,992.0,815.9,28,12.18
181.4,0.0,167.0,169.6,7.6,1055.6,777.8,28,27.77
285.0,190.0,0.0,163.0,7.6,1031.0,685.0,28,53.58
155.6,243.5,0.0,180.3,10.7,1022.0,697.7,28,37.36
165.0,128.5,132.1,175.1,8.1,1005.8,746.6,100,55.02
236.0,0.0,0.0,193.0,0.0,968.0,885.0,7,9.99
525.0,0.0,0.0,189.0,0.0,1125.0,613.0,7,42.42
251.4,0.0,118.3,188.4,6.4,1028.4,757.7,56,36.64
145.7,172.6,0.0,181.9,3.4,985.8,816.8,28,23.74
425.0,106.3,0.0,151.4,18.6,936.0,803.7,3,36.3
251.4,0.0,118.3,188.4,5.8,1028.4,757.7,100,43.58
168.0,42.1,163.8,121.8,5.7,1058.7,780.1,3,7.75
401.8,94.7,0.0,147.4,11.4,946.8,852.1,3,41.1
298.0,0.0,107.0,186.0,6.0,879.0,815.0,28,42.64
198.6,132.4,0.0,192.0,0.0,978.4,825.5,3,9.13
349.0,0.0,0.0,192.0,0.0,1047.0,806.0,90,39.49
305.3,203.5,0.0,203.5,0.0,965.4,631.0,3,14.14
333.0,0.0,0.0,192.0,0.0,931.2,842.6,7,23.4
297.2,0.0,117.5,174.8,9.5,1022.8,753.4,28,47.4
165.0,0.0,143.6,163.8,0.0,1005.6,900.9,100,37.96
190.7,0.0,125.4,162.1,7.8,1090.0,804.0,3,15.04
339.0,0.0,0.0,185.0,0.0,1069.0,754.0,7,21.16
376.0,0.0,0.0,214.6,0.0,1003.5,762.4,56,36.3
540.0,0.0,0.0,162.0,2.5,1040.0,676.0,28,79.99
362.6,189.0,0.0,164.9,11.6,944.7,755.8,28,71.3
339.0,0.0,0.0,197.0,0.0,968.0,781.0,365,38.89
393.0,0.0,0.0,192.0,0.0,940.6,785.6,7,27.74
254.0,0.0,0.0,198.0,0.0,968.0,863.0,180,27.63
316.1,210.7,0.0,185.7,0.0,977.0,689.3,7,24.44
389.9,189.0,0.0,145.9,22.0,944.7,755.8,56,79.4
233.8,0.0,94.6,197.9,4.6,947.0,852.2,3,10.38
165.0,0.0,143.6,163.8,0.0,1005.6,900.9,3,14.4
387.0,20.0,94.0,157.0,13.9,938.0,845.0,56,47.97
210.7,316.1,0.0,185.7,0.0,977.0,689.3,28,37.81
213.5,0.0,174.2,159.2,11.7,1043.6,771.9,56,51.26
251.4,0.0,118.3,192.9,5.8,1043.6,754.3,56,39.27
178.0,129.8,118.6,179.9,3.6,1007.3,746.8,3,20.73
331.0,0.0,0.0,192.0,0.0,1025.0,821.0,3,14.31
238.2,158.8,0.0,185.7,0.0,1040.6,734.3,28,26.91
198.6,132.4,0.0,192.0,0.0,978.4,825.5,90,38.07
172.4,13.6,172.4,156.8,4.1,1006.3,856.4,56,35.85
277.0,116.8,91.0,190.6,7.0,946.5,665.6,28,43.58
275.1,0.0,121.4,159.5,9.9,1053.6,777.5,56,56.85
213.7,98.0,24.5,181.7,6.9,1065.8,785.4,28,45.71
181.9,272.8,0.0,185.7,0.0,1012.4,714.3,7,12.37
379.5,151.2,0.0,153.9,15.9,1134.3,605.0,91,56.5
238.0,0.0,0.0,186.0,0.0,1119.0,789.0,28,17.54
213.8,98.1,24.5,181.7,6.6,1066.0,785.5,56,47.13
326.0,166.0,0.0,174.0,9.0,882.0,790.0,28,61.23
165.0,128.5,132.1,175.1,8.1,1005.8,746.6,3,19.42
183.9,122.6,0.0,203.5,0.0,959.2,800.0,7,10.79
491.0,26.0,123.0,210.0,3.9,882.0,699.0,56,59.59
251.8,0.0,99.9,146.1,12.4,1006.0,899.8,100,45.37
266.0,114.0,0.0,228.0,0.0,932.0,670.0,28,45.85
318.8,212.5,0.0,155.7,14.3,852.1,880.4,3,25.2
424.0,22.0,132.0,178.0,8.5,882.0,750.0,3,32.01
356.0,119.0,0.0,160.0,9.0,1061.0,657.0,28,59.0
183.9,122.6,0.0,203.5,0.0,959.2,800.0,90,32.53
439.0,177.0,0.0,186.0,11.1,884.9,707.9,56,71.7
382.0,0.0,0.0,186.0,0.0,1047.0,739.0,28,37.42
349.0,0.0,0.0,192.0,0.0,1056.0,809.0,3,15.87
135.7,203.5,0.0,185.7,0.0,1076.2,759.3,7,7.51
251.4,0.0,118.3,188.4,6.4,1028.4,757.7,100,44.21
251.4,0.0,118.3,188.4,6.4,1028.4,757.7,14,24.43
154.0,174.0,185.0,228.0,7.0,845.0,612.0,28,24.34
149.0,236.0,0.0,176.0,13.0,847.0,893.0,28,32.96
302.0,0.0,0.0,203.0,0.0,974.0,817.0,180,26.74
178.0,129.8,118.6,179.9,3.6,1007.3,746.8,14,34.24
249.1,0.0,98.8,158.1,12.8,987.8,889.0,3,15.36
250.2,166.8,0.0,203.5,0.0,977.6,694.1,7,19.35
322.0,149.0,0.0,186.0,8.0,951.0,709.0,28,52.42
144.0,15.0,195.0,176.0,6.0,1021.0,709.0,28,15.34
469.0,117.2,0.0,137.8,32.2,852.1,840.5,56,69.3
310.0,0.0,0.0,192.0,0.0,970.0,850.0,7,14.99
297.2,0.0,117.5,174.8,9.5,1022.8,753.4,100,56.74
312.9,160.5,0.0,177.6,9.6,916.6,759.5,28,52.45
279.8,128.9,100.4,172.4,9.5,825.1,804.9,28,52.83
424.0,22.0,132.0,168.0,8.9,822.0,750.0,28,72.1
252.0,0.0,0.0,186.0,0.0,1111.0,784.0,7,11.47
225.0,0.0,0.0,181.0,0.0,1113.0,833.0,7,11.17
213.5,0.0,174.2,159.2,11.7,1043.6,771.9,100,52.96
212.5,0.0,100.4,159.3,8.7,1007.8,903.6,56,42.55
141.3,212.0,0.0,203.5,0.0,971.8,748.5,3,4.83
500.0,0.0,0.0,200.0,0.0,1125.0,613.0,180,51.04
374.0,0.0,0.0,190.0,7.0,1013.0,730.0,28,39.05
520.0,0.0,0.0,170.0,5.2,855.0,855.0,28,60.28
304.0,76.0,0.0,228.0,0.0,932.0,670.0,90,49.19
491.0,26.0,123.0,210.0,3.9,882.0,699.0,28,55.55
333.0,0.0,0.0,192.0,0.0,931.2,842.6,3,15.62
296.0,0.0,0.0,192.0,0.0,1085.0,765.0,90,29.39
296.0,0.0,0.0,186.0,0.0,1090.0,769.0,28,25.18
427.5,47.5,0.0,228.0,0.0,932.0,594.0,365,43.7
214.9,53.8,121.9,155.6,9.6,1014.3,780.6,100,56.63
380.0,0.0,0.0,228.0,0.0,932.0,670.0,180,53.1
349.0,0.0,0.0,192.0,0.0,1047.0,806.0,3,14.99
290.2,193.5,0.0,185.7,0.0,998.2,704.3,28,33.04
173.8,93.4,159.9,172.3,9.7,1007.2,746.6,28,37.81
296.0,0.0,106.7,221.4,10.5,819.2,778.4,28,31.42
250.0,0.0,0.0,182.0,0.0,1100.0,820.0,7,12.73
182.0,45.2,122.0,170.2,8.2,1059.4,780.6,56,43.5
229.7,0.0,118.2,195.2,6.1,1028.1,757.6,28,24.54
425.0,106.3,0.0,151.4,18.6,936.0,803.7,56,64.9
298.0,137.0,107.0,201.0,6.0,878.0,655.0,28,53.52
135.7,203.5,0.0,185.7,0.0,1076.2,759.3,28,18.2
165.0,0.0,143.6,163.8,0.0,1005.6,900.9,56,36.56
222.4,0.0,96.7,189.3,4.5,967.1,870.3,56,29.45
313.3,262.2,0.0,175.5,8.6,1046.9,611.8,91,66.6
446.0,24.0,79.0,162.0,11.6,967.0,712.0,56,55.25
194.7,0.0,100.5,170.2,7.5,998.0,901.8,56,43.39
190.3,0.0,125.2,166.6,9.9,1079.0,798.9,14,19.42
266.0,114.0,0.0,228.0,0.0,932.0,670.0,90,47.03
155.0,184.0,143.0,194.0,9.0,880.0,699.0,28,28.99
154.8,183.4,0.0,193.3,9.1,1047.4,696.7,28,18.29
148.1,0.0,136.6,158.1,16.1,1001.8,830.1,28,17.96
164.0,0.0,200.0,181.0,13.0,849.0,846.0,28,15.09
540.0,0.0,0.0,173.0,0.0,1125.0,613.0,7,52.61
212.1,0.0,121.6,180.3,5.7,1057.6,779.3,14,20.92
277.0,0.0,97.4,160.6,11.8,973.9,875.6,3,23.14
295.7,0.0,95.6,171.5,8.9,955.1,859.2,3,22.95
167.4,129.9,128.6,175.5,7.8,1006.3,746.6,14,31.81
255.0,0.0,0.0,192.0,0.0,889.8,945.0,28,18.75
425.0,106.3,0.0,153.5,16.5,852.1,887.1,3,33.4
298.0,0.0,107.0,210.0,11.0,880.0,744.0,28,31.87
246.8,0.0,125.1,143.3,12.0,1086.8,800.9,3,23.52
